ID,Symbol,CreateTime,Body,Sentiment
258902688,AAPL,2020-11-24T06:17:35Z,b'$AAPL first  target 93 gap #then 8o support .this stock has gone from first to worst #time is ripe to short .its a hard stock to short based on history but smart money is selling here faster than they can hit the button. for the next couple months its sell qqq stocks buy the garbage small caps trade.',None
258901359,AAPL,2020-11-24T06:03:22Z,b'$AAPL Looks like former Fed chief Yellen will be Biden\xe2\x80\x99s secretary of Finance....',None
258901077,AAPL,2020-11-24T06:00:30Z,b'$AAPL lol... why did i buy at 130... \xf0\x9f\x98\x86',Bullish
258900990,AAPL,2020-11-24T05:59:36Z,b'$AAPL Bad news is the whole iPad scandal. Good news is Apple will release something this week that will make the stock go high! Classic move',Bullish
258900954,AAPL,2020-11-24T05:59:17Z,b'$AAPL Trump  just authorized transition to Biden..........',None
258900863,AAPL,2020-11-24T05:58:28Z,b'$SNOW $AAPL $BA $DAL\nSNOW. Looking for a break over 273.77. This one can run fast',Bullish
258900540,AAPL,2020-11-24T05:55:08Z,b'$AAPL Just give me $115.50 so I can sell calls \xf0\x9f\x98\x82',Bullish
258899910,AAPL,2020-11-24T05:49:32Z,b'$AAPL apple ev news tomorrow? \xf0\x9f\x98\x82',None
258899867,AAPL,2020-11-24T05:49:05Z,b'$DPW $TSLA $AAPL $NIO $ACB   I&#39;ve made 43k with them#.. By their alert. 100% FREE\xe2\x80\xa6  https://stocktwits.com/stellamitchell/message/250668179',Bullish
258899581,AAPL,2020-11-24T05:46:23Z,b'$AAPL Release the Kraken!!!!',None
258898338,AAPL,2020-11-24T05:34:20Z,b'$TSLA $AMZN $AAPL $NFLX \nHow to 10x Your Investments in the Stock Market - My Story https://youtu.be/Ylor6bVinM4',Bullish
258897748,AAPL,2020-11-24T05:28:24Z,b'$AAPL $AAPL - Bull Target $115.36-116.26  &amp; Bear Target $112.8-$112. Bull Target $115.36 - $116.26 (Double Bottom)\n\nBea',None
258897445,AAPL,2020-11-24T05:25:25Z,b'$AAPL $FSR $CIIC $ALT futures up big# market will probably see another big day tomorrow',Bullish
258897176,AAPL,2020-11-24T05:23:11Z,b'$AAPL poor bears.',Bullish
258897159,AAPL,2020-11-24T05:23:00Z,b'The industry average ROA is 1.59%. $AAPL outperforms 97% of its industry peers. https://www.chartmill.com/stock/analyzer/stock/AAPL?view=fundamental-analysis&amp;key=bb853040-a4ac-41c6-b549-d218d2f21b32&amp;utm_source=stocktwits&amp;utm_medium=FA&amp;utm_content=AAPL&amp;utm_campaign=social_tracking',None
258897100,AAPL,2020-11-24T05:22:31Z,b'$AAPL release some news 125++++',Bullish
258896913,AAPL,2020-11-24T05:20:31Z,b'$QCOM : $157-$160 before 12/11\n$AAPL: $123-$125 before 12/11',None
258896885,AAPL,2020-11-24T05:20:04Z,b'$TANH $AAPL $AMZN $NVDA $ETSY \n\n\xf0\x9f\x98\x8d Future Ripping. \nSmall Cap: 1.16% \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80',Bullish
258896858,AAPL,2020-11-24T05:19:50Z,b'$AAPL UPGRADE 8:30 AM  IPHONES EXCEED',None
258896534,AAPL,2020-11-24T05:16:26Z,b'$AAPL The more Vaccine news# the less precaution people take# the slower the recovery.',None
258896267,AAPL,2020-11-24T05:13:39Z,b'$AAPL it would be great to remove all the clowns \xf0\x9f\xa4\xa1 from posting nonsense. You know who you are.',None
258896220,AAPL,2020-11-24T05:13:01Z,b'$AAPL $TSLA Tim Cook and Elon Musk will be smoking some fat blunts and will announce partnership for apple car by year end. Better buy now fellas \xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80\xf0\x9f\x92\xb8\xf0\x9f\x92\xb8\xf0\x9f\x92\xb8',Bullish
258896052,AAPL,2020-11-24T05:11:19Z,b'$AAPL Looking like $1#000#000 at open.',Bullish
258895940,AAPL,2020-11-24T05:10:19Z,b'$AAPL this company is done.  2 trillion of overinflated value',Bearish
258895879,AAPL,2020-11-24T05:09:41Z,b'$AAPL looking like a 117 open in the am',Bullish
258895830,AAPL,2020-11-24T05:09:13Z,b'$AAPL trimmed hard# might be played out.  Look to $MSFT for blue chip growth# elsewhere for other gains',Bearish
258895771,AAPL,2020-11-24T05:08:39Z,b'$AAPL it\xe2\x80\x99s not investing at this point it\xe2\x80\x99s gambling lmao',Bullish
258895653,AAPL,2020-11-24T05:07:42Z,b'$AAPL been saying this all day. Fuck this stock mi have it in own it# i won&#39;t sell it# so that said... Fuck it. Performing like a straight pile of shit since the split. Should have kept it at 500 to many kids jumping in and out of it. Gross.',Bullish
258895633,AAPL,2020-11-24T05:07:34Z,b'$AAPL what price we opening up tomorrow ...atleast 116.50 right?',Bullish
258895613,AAPL,2020-11-24T05:07:23Z,b'$SPY If you&#39;re new to ST &amp; see all the Bearish post about &quot;shorting the Market&quot; heres a great bit of Data thats been out since 2009.\n\n$AAPL $BABA $TSLA $DIS',None
258895600,AAPL,2020-11-24T05:07:19Z,b'$NIO buy doge!\xf0\x9f\x9a\x80\xf0\x9f\x9a\x80...$TSLA $AAPL $UXIN $SPY',Bullish
258895267,AAPL,2020-11-24T05:04:27Z,b'$AAPL Low float here and an ev',None
258895178,AAPL,2020-11-24T05:03:46Z,b'$AAPL Why are people talking about EV car?? They have no sources anywhere that hint they will launch one anytime soon.',None
258894975,AAPL,2020-11-24T05:02:01Z,b'$AAPL woulda run  straight to 200 in a week if appl release ev car lol',None
258894780,AAPL,2020-11-24T05:00:34Z,b'$AAPL https://www.barrons.com/articles/apple-stock-falling-because-price-already-reflects-iphone-12-demand-51606151591',None
258894419,AAPL,2020-11-24T04:57:38Z,b'$AAPL holding bag',Bullish
258894359,AAPL,2020-11-24T04:57:05Z,b'$MSFT $QQQ $AAPL  \nBuy buy Buy\n\nhttps://www.youtube.com/watch?v=4cHmCFanTrs&amp;feature=share',None
258894231,AAPL,2020-11-24T04:56:04Z,b'$AAPL in case apple into ev car . On first release with back camera #second release front camera # third release left  side camera .....goes on',None
258893546,AAPL,2020-11-24T04:50:41Z,b'$SPY &amp; no more of this stupid crap every day! Man it&#39;s so nice to have a POTUS who know&#39;s its a 401k not 409 \xf0\x9f\x98\x82\n\n$AAPL $NKE $AMZN $GM',None
