ID,Symbol,CreateTime,Body,Sentiment
255838351,AAPL,2020-11-11T08:50:36Z,b'$AAPL antitrust hitting amazon and google. Apple next?',None
255837955,AAPL,2020-11-11T08:40:06Z,b'\xf0\x9f\x98\x8dHottest Stocks of the Day\xf0\x9f\x94\xa5 \n \n1. $SNDL\n2. $NIO\n3. $GTEC\n4. $GE\n5. $AAPL\n \n \nCalculated using live data for trending# volume# volatility and more. \n \nReady to up your trading to the next level? \xf0\x9f\xa4\x91Team RVR\xf0\x9f\x92\xa5',Bullish
255837822,AAPL,2020-11-11T08:36:32Z,b'SF PRO is under file for trademark by Apple Inc. https://uspto.report/TM/90304345 #SFPRO $AAPL',None
255837765,AAPL,2020-11-11T08:35:14Z,b'$AAPL NEW ARTICLE : Apple&#39;s Theft Claim Against &#39;Fortnite&#39; Maker Epic Gets Thrown Out By Court https://www.stck.pro/news/AAPL/9046674',None
255837555,AAPL,2020-11-11T08:30:03Z,b'SF MONO trademark filing by Apple Inc. https://uspto.report/TM/90304337 #SFMONO $AAPL #MONO',None
255837527,AAPL,2020-11-11T08:29:09Z,b'Federal judge dismisses some claims by Apple in fight against Epic Games\n\nhttps://pageone.ng/2020/11/11/federal-judge-dismisses-some-claims-by-apple-in-fight-against-epic-games/\n\n$AAPL',None
255837454,AAPL,2020-11-11T08:26:40Z,b'Apple&#39;s Theft Claim Against &#39;Fortnite&#39; Maker Epic Gets Thrown Out By Court\n\nRelated Tickers: $AAPL $GOOG $GOOGL $NVDA',None
255837209,AAPL,2020-11-11T08:19:26Z,b'SF HELLO is being trademarked by Apple Inc. https://uspto.report/TM/90304326 #SFHELLO $AAPL #HELLO',None
255837139,AAPL,2020-11-11T08:17:17Z,b'$AAPL NEW ARTICLE : Federal judge dismisses some claims by Apple in fight against Epic Games https://www.stck.pro/news/AAPL/9046524',None
255837039,AAPL,2020-11-11T08:14:22Z,b'Apple&#39;s Theft Claim Against &#39;Fortnite&#39; Maker Epic Gets Thrown Out By Court  $AAPL $NVDA $GOOGL $GOOG \n\nhttps://newsfilter.io/a/dee2044766a5497f1a772f3a77a924e3',None
255837030,AAPL,2020-11-11T08:14:09Z,b'Apple&#39;s Theft Claim Against &#39;Fortnite&#39; Maker Epic Gets Thrown Out By Court\n\xe2\x80\x94 Benzinga\n$AAPL',None
255837008,AAPL,2020-11-11T08:13:17Z,b'$VUZI ...continue last post...\n I will just name a few why Vuzix in overall is currently absolutely undervalued and why a share price of $24 ($1BIO\n market cap) would just be fair:\n\n - Vuzix has a lot of AR smart glasses patents. This will enable vuzix to further expand its market leadership.\n\n- working on products towards delivery for US defense\n\n- next takeover candidate (maybe be $AAPL# $GOOG# $VZ# $TOSBF) based on the points mentioned above. For instance Apple is currently working on their smart glasses and Apple would instant get the great Network of Vuzix wich Vuzix has established over many years.\n\n- continuously workin on new products M4000 or the Vuzix Blade 2.0\n\n- continuouse revenue growth since some years and the revenue growth is expected to increase further and further',Bullish
255836647,AAPL,2020-11-11T08:02:18Z,b'$AAPL 3 events and it couldn&#39;t even help this stock get any higher than 124. The dropped during events and after are pathetic of market.',None
255836621,AAPL,2020-11-11T08:01:45Z,b'SF COMPACT has been filed for trademark by Apple Inc. https://uspto.report/TM/90304315 #SFCOMPACT $AAPL #COMPACT',None
255836451,AAPL,2020-11-11T07:57:13Z,b' $JD $sndl $nio $aapl   \n\ni&#39;ve made $35K last week. Best room on the net.\n\nstocktwits.com/Meredithgomez/message/250487838',None
